,Time_Range,Raw_Data,Station,PM2.5,Latitude,Longitude,Lines
816,2024-07 to 2024-08,"5.13.4.  The inhalable dust concentration recorded at Holborn station Platform 3 (Westbound, Piccadilly line) was ",the inhalable dust concentration recorded at holborn station platform,5.13,,,
817,2024-07 to 2024-08,5.14.1.  The  respirable  dust concentrations  recorded  at  Kennington station  were  between  0.23mg/m3  and ,the  respirable  dust concentrations  recorded  at  kennington station  were  between,5.14,,,
818,2024-07 to 2024-08,"1.02mg/m3, with the highest concentration recorded on Platform 2 (Southbound, Northern line). ",mg,1.02,,,
819,2024-07 to 2024-08,"5.14.2.  The PM2.5 dust concentrations recorded at Kennington station were between 0.06mg/m3 and 0.56mg/m3, ",the pm,5.14,,,
820,2024-07 to 2024-08,"5.14.3.  The PM10 dust concentrations recorded at Kennington station were between 0.19mg/m3 and 1.87mg/m3, ",the pm,5.14,,,
821,2024-07 to 2024-08,"5.14.4.  The inhalable dust concentration recorded at Kennington station Platform 4 (Southbound, Northern line) ",the inhalable dust concentration recorded at kennington station platform,5.14,,,
822,2024-07 to 2024-08,5.15.1.  The respirable dust concentrations recorded at King’s Cross station were between 0.02mg/m3 and ,the respirable dust concentrations recorded at king,5.15,,,
823,2024-07 to 2024-08,"1.18mg/m3, with the highest concentration recorded on Platform 4 (Southbound, Victoria line). ",mg,1.18,,,
824,2024-07 to 2024-08,"5.15.2.  The PM2.5 dust concentrations recorded at King’s Cross station were between 0.05mg/m3 and 0.90mg/m3, ",the pm,5.15,,,
825,2024-07 to 2024-08,"5.15.3.  The PM10 dust concentrations recorded at King’s Cross station were between 0.14mg/m3 and 3.16mg/m3, ",the pm,5.15,,,
826,2024-07 to 2024-08,"5.15.4.  The inhalable dust concentration recorded at King’s Cross station Platform 7 (Northbound, Northern line) ",the inhalable dust concentration recorded at king,5.15,,,
827,2024-07 to 2024-08,5.16.1.  The respirable dust concentrations recorded at London Bridge station were between 0.56mg/m3 and ,the respirable dust concentrations recorded at london bridge station were between,5.16,,,
828,2024-07 to 2024-08,"1.15mg/m3, with the highest concentration recorded on Platform 3 (Westbound, Jubilee line). ",mg,1.15,,,
829,2024-07 to 2024-08,5.16.2.  The PM2.5 dust concentrations recorded at London Bridge station were between 0.24mg/m3 and ,the pm,5.16,,,
830,2024-07 to 2024-08,"0.46mg/m3, with the highest concentration recorded on Platform 4 (Eastbound, Jubilee line). ",mg,0.46,,,
831,2024-07 to 2024-08,5.16.3.  The  PM10  dust  concentrations  recorded  at  London  Bridge station  were  between  0.59mg/m3  and ,the  pm,5.16,,,
832,2024-07 to 2024-08,"1.31mg/m3, with the highest concentration recorded on Platform 3 (Westbound, Jubilee line). ",mg,1.31,,,
833,2024-07 to 2024-08,"5.16.4.  The inhalable dust concentration recorded at London Bridge station Platform 4 (Eastbound, Jubilee line) ",the inhalable dust concentration recorded at london bridge station platform,5.16,,,
834,2024-07 to 2024-08,"5.17.1.  The respirable dust concentrations recorded at Mile End station were between 0.21mg/m3 and 0.71mg/m3, ",the respirable dust concentrations recorded at mile end station were between,5.17,,,
835,2024-07 to 2024-08,"5.17.2.  The PM2.5 dust concentrations recorded at Mile End station were between 0.24mg/m3 and 0.39mg/m3, ",the pm,5.17,,,
836,2024-07 to 2024-08,"5.17.3.  The PM10 dust concentrations recorded at Mile End station were between 0.27mg/m3 and 0.94mg/m3, ",the pm,5.17,,,
837,2024-07 to 2024-08,"5.17.4.  The inhalable dust concentration recorded at Mile End station Platform 4 (Eastbound, Central line) was ",the inhalable dust concentration recorded at mile end station platform,5.17,,,
838,2024-07 to 2024-08,5.18.1.  The  respirable  dust  concentrations  recorded  at  Moorgate  station  were  between  0.07mg/m3  and ,the  respirable  dust  concentrations  recorded  at  moorgate  station  were  between,5.18,,,
839,2024-07 to 2024-08,"0.61mg/m3, with the highest concentration recorded on Platform 8 (Southbound, Northern line). ",mg,0.61,,,
840,2024-07 to 2024-08,"5.18.2.  The PM2.5 dust concentrations recorded at Moorgate station were between 0.07mg/m3 and 1.28mg/m3, ",the pm,5.18,,,
841,2024-07 to 2024-08,"5.18.3.  The PM10 dust concentrations recorded at Moorgate station were between 0.25mg/m3 and 1.03mg/m3, ",the pm,5.18,,,
842,2024-07 to 2024-08,"5.18.4.  The inhalable dust concentration recorded at Moorgate station Platform 8 (Southbound, Northern line) was ",the inhalable dust concentration recorded at moorgate station platform,5.18,,,
843,2024-07 to 2024-08,5.19.1.  The respirable dust concentrations recorded at Oxford Circus station were between 0.03mg/m3 and ,the respirable dust concentrations recorded at oxford circus station were between,5.19,,,
844,2024-07 to 2024-08,"1.06mg/m3, with the highest concentration recorded on Platform 6 (Northbound, Victoria line). ",mg,1.06,,,
845,2024-07 to 2024-08,5.19.2.  The  PM2.5  dust  concentrations  recorded  at  Oxford  Circus  station  were  between  0.13mg/m3  and ,the  pm,5.19,,,
846,2024-07 to 2024-08,"0.48mg/m3, with the highest concentration recorded on Platform 1 (Westbound, Central line). ",mg,0.48,,,
847,2024-07 to 2024-08,5.19.3.  The  PM10  dust  concentrations  recorded  at  Oxford  Circus  station  were  between  0.18mg/m3  and ,the  pm,5.19,,,
848,2024-07 to 2024-08,"1.39mg/m3, with the highest concentrations recorded on Platform 3 (Southbound, Bakerloo line). ",mg,1.39,,,
849,2024-07 to 2024-08,"5.19.4.  The inhalable dust concentration recorded at Oxford Circus station Platform 1 (Westbound, Central line) ",the inhalable dust concentration recorded at oxford circus station platform,5.19,,,
850,2024-07 to 2024-08,5.20.1.  The  respirable  dust concentrations  recorded  at  Paddington station  were  between  0.05mg/m3  and ,the  respirable  dust concentrations  recorded  at  paddington station  were  between,5.20,,,
851,2024-07 to 2024-08,"1.09mg/m3, with the highest concentration recorded on Platform 3 (Northbound, Bakerloo line). ",mg,1.09,,,
852,2024-07 to 2024-08,5.20.2.  The  PM2.5  dust  concentrations  recorded  at  Paddington  station  were  between  <0.02mg/m3  and ,the  pm,5.20,,,
853,2024-07 to 2024-08,"0.40mg/m3, with the highest concentration recorded on Platform 4 (Southbound, Bakerloo line). ",mg,0.40,,,
854,2024-07 to 2024-08,"5.20.3.  The PM10 dust concentrations recorded at Paddington station were between 0.10mg/m3 and 1.29mg/m3, ",the pm,5.20,,,
855,2024-07 to 2024-08,"5.20.4.  The inhalable dust concentration recorded at Paddington station Platform 3 (Northbound, Bakerloo line) ",the inhalable dust concentration recorded at paddington station platform,5.20,,,
856,2024-07 to 2024-08,5.21.1.  The respirable dust concentrations recorded at Piccadilly Circus station were between 0.02mg/m3 and ,the respirable dust concentrations recorded at piccadilly circus station were between,5.21,,,
857,2024-07 to 2024-08,"0.87mg/m3, with the highest concentration recorded on Platform 2 (Southbound, Bakerloo line) and ",mg,0.87,,,
858,2024-07 to 2024-08,5.21.2.  The PM2.5 dust concentrations recorded at Piccadilly Circus station were between 0.08mg/m3 and ,the pm,5.21,,,
859,2024-07 to 2024-08,"0.45mg/m3, with the highest concentration recorded on Platform 2 (Southbound, Bakerloo line). ",mg,0.45,,,
860,2024-07 to 2024-08,5.21.3.  The PM10 dust concentrations recorded at Piccadilly Circus station were between 0.11mg/m3 and ,the pm,5.21,,,
861,2024-07 to 2024-08,"1.48mg/m3, with the highest concentration recorded on Platform 2 (Southbound, Bakerloo line). ",mg,1.48,,,
862,2024-07 to 2024-08,"5.21.4.  The inhalable dust concentration recorded at Piccadilly Circus station Platform 3 (Eastbound, Piccadilly ",the inhalable dust concentration recorded at piccadilly circus station platform,5.21,,,
863,2024-07 to 2024-08,5.22.1.  The respirable dust concentrations recorded at Tooting Bec station were between 0.35mg/m3 and ,the respirable dust concentrations recorded at tooting bec station were between,5.22,,,
864,2024-07 to 2024-08,"0.91mg/m3, with the highest concentration recorded on Platform 2 (Southbound, Northern line). ",mg,0.91,,,
865,2024-07 to 2024-08,"5.22.2.  The PM2.5 dust concentrations recorded at Tooting Bec station were between 0.29mg/m3 and 0.45mg/m3, ",the pm,5.22,,,
866,2024-07 to 2024-08,"5.22.3.  The PM10 dust concentrations recorded at Tooting Bec station were between 0.32mg/m3 and 1.13mg/m3, ",the pm,5.22,,,
867,2024-07 to 2024-08,"5.22.4.  The inhalable dust concentration recorded at Tooting Bec station Platform 2 (Southbound, Northern line) ",the inhalable dust concentration recorded at tooting bec station platform,5.22,,,
868,2024-07 to 2024-08,5.23.1.  The respirable dust concentrations recorded at Tottenham Court Road station were between 0.05mg/m3 ,the respirable dust concentrations recorded at tottenham court road station were between,5.23,,,
869,2024-07 to 2024-08,"and 0.95mg/m3, with the highest concentration recorded on Platform 2 (Eastbound, Central line). ",and,0.95,,,
870,2024-07 to 2024-08,5.23.2.  The PM2.5 dust concentrations recorded at Tottenham Court Road station were between 0.11mg/m3 and ,the pm,5.23,,,
871,2024-07 to 2024-08,"0.48mg/m3, with the highest concentration recorded on Platform 2 (Eastbound, Central line). ",mg,0.48,,,
872,2024-07 to 2024-08,5.23.3.  The PM10 dust concentrations recorded at Tottenham Court Road station were between 0.20mg/m3 and ,the pm,5.23,,,
873,2024-07 to 2024-08,"1.24mg/m3, with the highest concentration recorded on Platform 2 (Eastbound, Central line). ",mg,1.24,,,
874,2024-07 to 2024-08,"5.23.4.  The inhalable dust concentration recorded at Tottenham Court Road station Platform 3 (Northbound, ",the inhalable dust concentration recorded at tottenham court road station platform,5.23,,,
875,2024-07 to 2024-08,"5.24.1.  The respirable dust concentrations recorded at Vauxhall station were between 0.15mg/m3 and 1.62mg/m3, ",the respirable dust concentrations recorded at vauxhall station were between,5.24,,,
876,2024-07 to 2024-08,"5.24.2.  The PM2.5 dust concentrations recorded at Vauxhall station were between 0.14mg/m3 and 0.67mg/m3, ",the pm,5.24,,,
877,2024-07 to 2024-08,"5.24.3.  The PM10 dust concentrations recorded at Vauxhall station were between 0.23mg/m3 and 1.66mg/m3, ",the pm,5.24,,,
878,2024-07 to 2024-08,"5.24.4.  The inhalable dust concentration recorded at Vauxhall station Platform 1 (Northbound, Victoria line) was ",the inhalable dust concentration recorded at vauxhall station platform,5.24,,,
879,2024-07 to 2024-08,"5.25.1.  The respirable dust concentrations recorded at Waterloo station were between 0.28mg/m3 and 1.35mg/m3, ",the respirable dust concentrations recorded at waterloo station were between,5.25,,,
880,2024-07 to 2024-08,"5.25.2.  The PM2.5 dust concentrations recorded at Waterloo station were between 0.10mg/m3 and 0.48mg/m3, ",the pm,5.25,,,
881,2024-07 to 2024-08,"5.25.3.  The PM10 dust concentrations recorded at Waterloo station were between 0.35mg/m3 and 1.75mg/m3, ",the pm,5.25,,,
882,2024-07 to 2024-08,"5.25.4.  The inhalable dust concentration recorded at Waterloo station Platform 6 (Eastbound, Jubilee line) was ",the inhalable dust concentration recorded at waterloo station platform,5.25,,,
883,2024-07 to 2024-08,5.26.1.  The respirable dust concentrations recorded at Westminster station were between 0.04mg/m3 and ,the respirable dust concentrations recorded at westminster station were between,5.26,,,
884,2024-07 to 2024-08,"0.49mg/m3, with the highest concentration recorded on Platform 3 (Eastbound, Jubilee line). ",mg,0.49,,,
885,2024-07 to 2024-08,"5.26.2.  The PM2.5 dust concentrations recorded at Westminster station were between 0.08mg/m3 and 0.18mg/m3, ",the pm,5.26,,,
886,2024-07 to 2024-08,"5.26.3.  The PM10 dust concentrations recorded at Westminster station were between 0.13mg/m3 and 0.47mg/m3, ",the pm,5.26,,,
887,2024-07 to 2024-08,"5.26.4.  The inhalable dust concentration recorded at Westminster station Platform 3 (Eastbound, Jubilee line) was ",the inhalable dust concentration recorded at westminster station platform,5.26,,,
888,2024-07 to 2024-08,"Embankment (Platform 6, Southbound Bakerloo line), with a concentration of 0.019mg/m3. ",embankment,0.019,,,
889,2024-07 to 2024-08,"Central line) and Oxford Circus (Platform 1, Westbound Central line), with a concentration of 0.003mg/m3. ",central line,0.003,,,
890,2024-07 to 2024-08,"Vauxhall (Platform 1, Northbound Victoria line), with a concentration of 0.005mg/m3. ",vauxhall,0.005,,,
891,2024-07 to 2024-08,"was recorded at Bank (Platform 9, Eastbound DLR), with a concentration of 0.002mg/m3. Note, the ",was recorded at bank,0.002,,,
892,2024-07 to 2024-08,"6.4.  The non-platform areas monitored, such as the ticket hall or gate lines, typically had lower airborne dust ",the non-platform areas monitored,6.4,,,
893,2024-07 to 2024-08,D.C.  Green.  PM2.5  on  the  London  Underground.  Environ  Int.  2020  Jan;  134:  105188.  doi: ,d,2.5,,,
894,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
895,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.23  -  -  - ,outside station supervisor office  static,0.23,,,
896,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
897,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.18  -  -  - ,outside station supervisor office  static,0.18,,,
898,2024-07 to 2024-08,"Platform 7 - Southbound, Jubilee line  Static  0.89  0.42  1.19  1.22 ",platform,0.89,,,
899,2024-07 to 2024-08,"Platform 8 - Southbound, Bakerloo line  Static  1.20  0.47  1.86  - ",platform,1.20,,,
900,2024-07 to 2024-08,"Platform 9 - Northbound, Bakerloo line  Static  1.08  0.24  1.59  - ",platform,1.08,,,
901,2024-07 to 2024-08,"Platform 10 - Northbound, Jubilee line  Static  0.71  0.36  0.97  - ",platform,0.71,,,
902,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
903,2024-07 to 2024-08,"Platform 4 - Northbound, Northern line  Static  0.42  0.18  0.61  0.64 ",platform,0.42,,,
904,2024-07 to 2024-08,"Platform 5 - Westbound, Central line  Static  0.74  0.39  0.07  - ",platform,0.74,,,
905,2024-07 to 2024-08,"Platform 9 - Eastbound, DLR  Static  0.75  0.21  0.81  0.87 ",platform,0.75,,,
906,2024-07 to 2024-08,"Platform 10 - Eastbound, DLR  Static  0.51  Filter Damaged  0.79  0.76 ",platform,0.51,,,
907,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
908,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.21  -  -  - ,outside station supervisor office  static,0.21,,,
909,2024-07 to 2024-08,"Platform 1 - Westbound, Jubilee line  Static  0.60  0.32  0.80  - ",platform,0.60,,,
910,2024-07 to 2024-08,"Platform 2 - Eastbound, Jubilee line  Static  0.39  0.24  0.79  0.73 ",platform,0.39,,,
911,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
912,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.40  -  -  - ,outside station supervisor office  static,0.40,,,
913,2024-07 to 2024-08,"Platform 1 - Northbound, Northern line  Static  0.82  0.50  1.25  - ",platform,0.82,,,
914,2024-07 to 2024-08,"Platform 2 - Southbound, Northern line  Static  0.95  0.42  1.20  1.13 ",platform,0.95,,,
915,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
916,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.20  -  -  - ,outside station supervisor office  static,0.20,,,
917,2024-07 to 2024-08,"Platform 1 - Southbound, DLR  Static  0.25  0.30  0.57  0.65 ",platform,0.25,,,
918,2024-07 to 2024-08,"Platform 2 - Northbound, DLR  Static  0.29  0.10  0.42  - ",platform,0.29,,,
919,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
920,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.05  -  -  - ,outside station supervisor office  static,0.05,,,
921,2024-07 to 2024-08,"Platform 1 - Northbound, Northern line  Static  0.61  0.18  0.90  - ",platform,0.61,,,
922,2024-07 to 2024-08,"Platform 2 - Southbound, Northern line  Static  0.32  0.07  0.24  - ",platform,0.32,,,
923,2024-07 to 2024-08,"Platform 3 - Northbound, Bakerloo line  Static  0.28  0.15  0.42  0.42 ",platform,0.28,,,
924,2024-07 to 2024-08,"Platform 4 - Northbound, Bakerloo line  Static  0.44  0.12  0.37  - ",platform,0.44,,,
925,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
926,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.49  -  -  - ,outside station supervisor office  static,0.49,,,
927,2024-07 to 2024-08,"Platform 3 - Northbound, Northern line  Static  1.33  0.45  2.12  - ",platform,1.33,,,
928,2024-07 to 2024-08,"Platform 4 - Southbound, Northern line  Static  1.53  0.85  2.23  - ",platform,1.53,,,
929,2024-07 to 2024-08,"Platform 5 - Northbound, Bakerloo line  Static  1.40  0.62  1.61  - ",platform,1.40,,,
930,2024-07 to 2024-08,"Platform 6 - Southbound, Bakerloo line  Static  1.16  0.39  1.66  1.73 ",platform,1.16,,,
931,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
932,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.14  -  -  - ,outside station supervisor office  static,0.14,,,
933,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
934,2024-07 to 2024-08,Outside Station Supervisor office  Static  <0.02  -  -  - ,outside station supervisor office  static,0.02,,,
935,2024-07 to 2024-08,"Platform 1 - Northbound, Northern line  Static  0.91  0.66  1.61  1.53 ",platform,0.91,,,
936,2024-07 to 2024-08,"Platform 2 - Southbound, Northern line  Static  1.14  0.62  1.53  - ",platform,1.14,,,
937,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
938,2024-07 to 2024-08,Outside Station Supervisor office  Static  <0.02  -  -  - ,outside station supervisor office  static,0.02,,,
939,2024-07 to 2024-08,"Platform 3 - Northbound, Victoria line  Static  0.60  0.32  0.51  - ",platform,0.60,,,
940,2024-07 to 2024-08,"Platform 5 - Southbound, Victoria line  Static  0.91  0.38  1.08  1.17 ",platform,0.91,,,
941,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
942,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.08  -  -  - ,outside station supervisor office  static,0.08,,,
943,2024-07 to 2024-08,"Platform 1 - Westbound, Central line  Static  0.79  0.32  1.04  - ",platform,0.79,,,
944,2024-07 to 2024-08,"Platform 2 - Eastbound, Central line  Static  0.97  0.76  1.06  - ",platform,0.97,,,
945,2024-07 to 2024-08,"Platform 3 - Westbound, Piccadilly line  Static  1.45  0.61  1.79  1.80 ",platform,1.45,,,
946,2024-07 to 2024-08,"Platform 4 - Eastbound, Piccadilly line  Static  1.15  0.41  1.48  - ",platform,1.15,,,
947,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
948,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.30  -  -  - ,outside station supervisor office  static,0.30,,,
949,2024-07 to 2024-08,"Platform 1 - Northbound, Northern line  Static  0.79  0.06  0.94  - ",platform,0.79,,,
950,2024-07 to 2024-08,"Platform 2 - Southbound, Northern line  Static  1.02  0.56  1.87  - ",platform,1.02,,,
951,2024-07 to 2024-08,"Platform 3 - Northbound, Northern line  Static  0.74  0.47  1.17  - ",platform,0.74,,,
952,2024-07 to 2024-08,"Platform 4 - Southbound, Northern line  Static  0.77  0.41  1.04  1.14 ",platform,0.77,,,
953,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
954,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.06  -  -  - ,outside station supervisor office  static,0.06,,,
955,2024-07 to 2024-08,"Platform 3 - Northbound, Victoria line  Static  0.83  0.35  3.16  - ",platform,0.83,,,
956,2024-07 to 2024-08,"Platform 4 - Southbound, Victoria line  Static  1.18  0.44  1.37  - ",platform,1.18,,,
957,2024-07 to 2024-08,"Platform 5 - Westbound, Piccadilly line  Static  1.11  0.50  1.93  - ",platform,1.11,,,
958,2024-07 to 2024-08,"Platform 6 - Eastbound, Piccadilly line  Static  0.74  0.24  0.96  - ",platform,0.74,,,
959,2024-07 to 2024-08,"Platform 7 - Northbound, Northern line  Static  0.69  0.90  1.18  0.88 ",platform,0.69,,,
960,2024-07 to 2024-08,"Platform 8 - Southbound, Northern line  Static  0.91  0.47  1.31  - ",platform,0.91,,,
961,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
962,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.57  -  -  - ,outside station supervisor office  static,0.57,,,
963,2024-07 to 2024-08,"Platform 1 - Northbound, Northern line  Static  0.84  0.34  0.99  - ",platform,0.84,,,
964,2024-07 to 2024-08,"Platform 2 - Southbound, Northern line  Static  0.92  0.37  1.21  - ",platform,0.92,,,
965,2024-07 to 2024-08,"Platform 3 - Westbound, Jubilee line  Static  1.15  0.42  1.31  - ",platform,1.15,,,
966,2024-07 to 2024-08,"Platform 4 - Eastbound, Jubilee line  Static  0.56  0.46  0.88  0.91 ",platform,0.56,,,
967,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
968,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.21  -  -  - ,outside station supervisor office  static,0.21,,,
969,2024-07 to 2024-08,"Platform 1 - Westbound, Central line  Static  0.56  0.29  0.37  - ",platform,0.56,,,
970,2024-07 to 2024-08,"Platform 4 - Eastbound, Central line  Static  0.71  0.39  0.94  0.92 ",platform,0.71,,,
971,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
972,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.27  -  -  - ,outside station supervisor office  static,0.27,,,
973,2024-07 to 2024-08,"Platform 7 - Northbound, Northern line  Static  0.17  0.30  1.03  - ",platform,0.17,,,
974,2024-07 to 2024-08,"Platform 8 - Southbound, Northern line  Static  0.61  0.40  0.97  1.08 ",platform,0.61,,,
975,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
976,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.03  -  -  - ,outside station supervisor office  static,0.03,,,
977,2024-07 to 2024-08,"Platform 1 - Westbound, Central line  Static  0.89  0.48  1.00  1.08 ",platform,0.89,,,
978,2024-07 to 2024-08,"Platform 2 - Eastbound, Central line  Static  0.63  0.38  0.86  - ",platform,0.63,,,
979,2024-07 to 2024-08,"Platform 3 - Southbound, Bakerloo line  Static  0.86  0.32  1.39  - ",platform,0.86,,,
980,2024-07 to 2024-08,"Platform 4 - Northbound, Bakerloo line  Static  0.67  0.28  0.74  - ",platform,0.67,,,
981,2024-07 to 2024-08,"Platform 5 - Southbound, Victoria line  Static  0.68  0.45  1.08  - ",platform,0.68,,,
982,2024-07 to 2024-08,"Platform 6 - Northbound, Victoria line  Static  1.06  0.39  1.24  - ",platform,1.06,,,
983,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
984,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.05  -  -  - ,outside station supervisor office  static,0.05,,,
985,2024-07 to 2024-08,"Platform 2 - Eastbound, District / Circle line  Static  0.08  0.05  0.10  - ",platform,0.08,,,
986,2024-07 to 2024-08,"Platform 3 - Northbound, Bakerloo line  Static  1.09  0.37  1.27  1.50 ",platform,1.09,,,
987,2024-07 to 2024-08,"Platform 4 - Southbound, Bakerloo line  Static  0.95  0.40  1.29  - ",platform,0.95,,,
988,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
989,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.03  -  -  - ,outside station supervisor office  static,0.03,,,
990,2024-07 to 2024-08,"Platform 1 - Northbound, Bakerloo line  Static  0.81  0.42  1.14  - ",platform,0.81,,,
991,2024-07 to 2024-08,"Platform 2 - Southbound, Bakerloo line  Static  0.87  0.45  1.48  - ",platform,0.87,,,
992,2024-07 to 2024-08,"Platform 3 - Eastbound, Piccadilly line  Static  0.87  0.38  1.43  1.35 ",platform,0.87,,,
993,2024-07 to 2024-08,"Platform 4 - Westbound, Piccadilly line  Static  0.83  0.35  0.73  - ",platform,0.83,,,
994,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
995,2024-07 to 2024-08,Outside Station Supervisor office  Static  09:05 to 13:05  0.50  -  -  - ,outside station supervisor office  static,0.50,,,
996,2024-07 to 2024-08,"Platform 1 - Northbound, Northern line  Static  0.75  0.45  1.13  - ",platform,0.75,,,
997,2024-07 to 2024-08,"Platform 2 - Southbound, Northern line  Static  08:52 to 12:52  0.91  0.31  0.32  1.01 ",platform,0.91,,,
998,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
999,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.05  -  -  - ,outside station supervisor office  static,0.05,,,
1000,2024-07 to 2024-08,"Platform 1 - Westbound, Central line  Static  0.66  0.40  0.90  - ",platform,0.66,,,
1001,2024-07 to 2024-08,"Platform 2 - Eastbound, Central line  Static  0.95  0.48  1.24  - ",platform,0.95,,,
1002,2024-07 to 2024-08,"Platform 3 - Northbound, Northern line  Static  0.81  0.33  0.88  0.45 ",platform,0.81,,,
1003,2024-07 to 2024-08,"Platform 4 - Southbound, Northern line  Static  0.77  0.41  0.28  - ",platform,0.77,,,
1004,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
1005,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.26  -  -  - ,outside station supervisor office  static,0.26,,,
1006,2024-07 to 2024-08,"Platform 1 - Northbound, Victoria line  Static  0.89  0.67  1.66  1.59 ",platform,0.89,,,
1007,2024-07 to 2024-08,"Platform 2 - Southbound, Victoria line  Static  1.62  0.65  0.92  - ",platform,1.62,,,
1008,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
1009,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.54  -  -  - ,outside station supervisor office  static,0.54,,,
1010,2024-07 to 2024-08,"Platform 1 - Northbound, Northern line  Static  1.02  0.17  1.59  - ",platform,1.02,,,
1011,2024-07 to 2024-08,"Platform 2 - Southbound, Northern line  Static  1.35  0.48  1.75  - ",platform,1.35,,,
1012,2024-07 to 2024-08,"Platform 3 - Northbound, Bakerloo line  Static  0.99  0.47  0.85  - ",platform,0.99,,,
1013,2024-07 to 2024-08,"Platform 4 - Southbound, Bakerloo line  Static  1.05  0.44  1.46  - ",platform,1.05,,,
1014,2024-07 to 2024-08,"Platform 5 - Westbound, Jubilee line  Static  0.46  0.23  Pump failed  - ",platform,0.46,,,
1015,2024-07 to 2024-08,"Platform 6 - Eastbound, Jubilee line  Static  0.28  0.10  0.35  0.32 ",platform,0.28,,,
1016,2024-07 to 2024-08,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
1017,2024-07 to 2024-08,Outside Station Supervisor office  Static  0.04  -  -  - ,outside station supervisor office  static,0.04,,,
1018,2024-07 to 2024-08,"Platform 2 - Eastbound, District / Circle line  Static  0.48  0.16  0.47  - ",platform,0.48,,,
